input,output,instruction
Kiya bhai jaan,neutral,Classify the given article as either positive or negative or mix sentiment.
agar ne is class me hoti to kissi b boy ko top na karnr deti . . . isme b toper me hi hoti . . . . :d,negative,Classify the given article as either positive or negative or mix sentiment.
the daily zap: catch highlights from monday's action in the nba . http/URL,neutral,Classify the given article as either positive or negative or mix sentiment.
Den lunch,negative,Classify the given article as either positive or negative or mix sentiment.
hadd hai yaar kuch gals itni dumb kyu hoti .,negative,Classify the given article as either positive or negative or mix sentiment.
Salman bhai rumors phailri hai ki aap ne kaha Muslim ke bina movie hit karaonga is that true?,neutral,Classify the given article as either positive or negative or mix sentiment.
bhai ye purana gag tha . . . . but accha tha,positive,Classify the given article as either positive or negative or mix sentiment.
Salman ji aapne iss bar koi song nahi gaya mujhe wait tha k iss bar b aap ke lovely voice main koi song gaye ......I love your voice ....hangover is my all time favourite song abe tak main vo song sunte ho I just love that song,positive,Classify the given article as either positive or negative or mix sentiment.
"if i was 21 i'd be in a room with noel gallagher , shaun ryder , bez etc but instead i'm in preston sat in kfc . brilliant .",negative,Classify the given article as either positive or negative or mix sentiment.
aur to aur chalk k chote chote tukde bhi zma kerte they . . . ya dusre section k black board k neeche pade tukde bhi la k dete they kabhi :p,neutral,Classify the given article as either positive or negative or mix sentiment.
are . . . . . buda tu aap ka supporter h lakin ab tari koi nahi sunega,negative,Classify the given article as either positive or negative or mix sentiment.
Khane mein bhedbhao nhi,positive,Classify the given article as either positive or negative or mix sentiment.
I didn't know he was a scrabble player . Learnt bridge from him though . I don't agree with him about not brushing p,neutral,Classify the given article as either positive or negative or mix sentiment.
laddoo . . . remember school days :) best life ever :),positive,Classify the given article as either positive or negative or mix sentiment.
Khushi Ni par kaha b Kuch ni,neutral,Classify the given article as either positive or negative or mix sentiment.
have an appointment at the bellamy tomorrow . . . might be moving in there next semester #excited,positive,Classify the given article as either positive or negative or mix sentiment.
konsi city meh,neutral,Classify the given article as either positive or negative or mix sentiment.
ye me nhi man ta bhai is se achi to meri girlfriend h,negative,Classify the given article as either positive or negative or mix sentiment.
<b>BHAAI COMENTSS KRTE KARTE BETTRY LOW HONE KO AAYI YE KYA BAAT YR,neutral,Classify the given article as either positive or negative or mix sentiment.
"ye feku in 4 issues ka bhi kuch nhi karne wala hai , lagta hai apne speech kanhi se likha ke lata hai aur rharukh khan se acting seekhke aata hai fekne ke liye",negative,Classify the given article as either positive or negative or mix sentiment.
64 in one ke test bhi honge ! ! ! aur sath me sports period me track and field waale games bhi :d jo 100000 in one me repeat hoke aate the :d,positive,Classify the given article as either positive or negative or mix sentiment.
there are more number of fast bowlers in india than there are congress voters in delhi. #aapsweep #aapstorm,neutral,Classify the given article as either positive or negative or mix sentiment.
"in anna ka bhi kuch pata nahi lagta . kb kiske sath ho jaye aur kisko chod de , pata nahi chalta . lagta hai ab umar ho gyi hai isliye sathya gye hai",negative,Classify the given article as either positive or negative or mix sentiment.
Osm mubi super duper hit sir 5000000 ke kam se jada kamaygi ye film sir,positive,Classify the given article as either positive or negative or mix sentiment.
"awesome wedding shoot in amsterdam today , excited fot the next one on saturday in a castle in utrecht . . . previews coming soon . . . .",positive,Classify the given article as either positive or negative or mix sentiment.
Ok .. then watch tees maar khan ... bday ka mza double ho jayega -P,positive,Classify the given article as either positive or negative or mix sentiment.
bhai tu b kisi aur bandi ki taraf attract ho ja,neutral,Classify the given article as either positive or negative or mix sentiment.
Cable nahi hai transfer wali,negative,Classify the given article as either positive or negative or mix sentiment.
perfect ! ! ! !,positive,Classify the given article as either positive or negative or mix sentiment.
jiski niyat hii khoti hoo woo inn 4 baato paar bhi imandar sabit nahi hoga because 8 mahino mai aakhen sach dekh rahi hai .,positive,Classify the given article as either positive or negative or mix sentiment.
cbse never delays marksheets u pervert ! ! ! must b ur school fault .,neutral,Classify the given article as either positive or negative or mix sentiment.
"nta viewers 7:00am on other tues 10 , 000 the viewers on this tues 7:00 50 , 000000",neutral,Classify the given article as either positive or negative or mix sentiment.
"they put the days we missing on the news: 2 days from christmas break , president's day , and we get out june 24 . -______-",neutral,Classify the given article as either positive or negative or mix sentiment.
J'ai ho kay tym nahi Kaha tha appna,neutral,Classify the given article as either positive or negative or mix sentiment.
Koe bat nahi maf kiya,positive,Classify the given article as either positive or negative or mix sentiment.
exactly maine bhi yahi kiya hai bahut baar,positive,Classify the given article as either positive or negative or mix sentiment.
we know bhaijaaan kwo sab fake tha,negative,Classify the given article as either positive or negative or mix sentiment.
Di bhi achi h,neutral,Classify the given article as either positive or negative or mix sentiment.
Dhoni callg recordingg . .,neutral,Classify the given article as either positive or negative or mix sentiment.
#torchlight2 comes out tomorrow . torchlight is in my list of best games of all time . i like it better than diablo iii . 2 promises more .,positive,Classify the given article as either positive or negative or mix sentiment.
Na na,negative,Classify the given article as either positive or negative or mix sentiment.
Woooooo WO kasy? Muje ap sy bt krne hy.kasy plz btyan.,neutral,Classify the given article as either positive or negative or mix sentiment.
Chal main eis karta hu ..,neutral,Classify the given article as either positive or negative or mix sentiment.
"@someUSER haha , i hardly knew about them and one day i was at her house and she sat me down and made me watch the brit awards with her :)",positive,Classify the given article as either positive or negative or mix sentiment.
Tum dono dekh Lena ki woh jab yahan se$hi nikle toh tujhe Bata de .. Tab mil liyo usse rajiiv chowk,neutral,Classify the given article as either positive or negative or mix sentiment.
